Title,Price,Sold,Reviews,Condition,Refresh Rate,UPC,Brand,Smart TV Features,Built-in Digital Tuner,Display Technology,Screen Size,Maximum Resolution,Color,Model,Year Manufactured,MPN,Features,Audio/Video Inputs,Manufacturer Warranty,Energy Star,Type,Warranty - Labor,Warranty - Parts,Custom Bundle,3D Technology,EAN,Manufacturer,Assembled Product Dimensions (L x W x H),Manufacturer Part Number,Connector Type,Streaming Services,Is Smart,Resolution,Assembled Product Weight,ISBN,Format,EC Range,Series,Country/Region of Manufacture,Model#,Manufacturer Color,Plug Type,Material,Color System,Voltage,Speaker,Depth (with stand),Width (with stand),Height (with stand),Compatible Brand,Class of efficiency energy,Scale of efficiency energy,modell,Internetverbindung,Processor,Speicherkapazität,Ability to storage,Functionality Smart TV,Inputs Audio / Video,Internet connectivity,Storage capacity,Tuner digital integrated1,Tuner digital integrated2,Tuner digital integrated3,Tuner digital integrated4,Functionality Smart TV1,Inputs Audio / Video1,Tuner digital integrated,Functionality Smart TV2,Size,Televisions:Screen_Size_Class,Home_Video:Series,Bundle Description,Colour,Compatible Devices,Country of Origin,Form Factor,Item Weight,Number Of Items,Package Dimensions,Theme,code,SKU,HDMI,Aspect Ratio,Depth,Depth with Stand,Digital Tuner,DLNA Certified,Electronic Program Guide,Energy Consumption per Year,Ethernet,Height,Height with Stand,Input Voltage,Internet Access,Operating Power Consumption,PC Streaming,Product Family,Product Model,Product Series,Product Type,RMS Output Power,Scan Format,Screen Size Class,Sound System,Standby Power Consumption,Total Number of HDMI Ports,USB,VESA Mount Standard,Video Signal Standard,Weight (Approximate),Weight with Stand (Approximate),Width,Width with Stand,Motion Interpolation Technology,Horizontal Viewing Angle,Product Color,Standard Refresh Rate,item_length,item_width,Functionality Smart TV3,Functionality Smart TV4,Color manufacturer,Inputs Audio / Video3,Inputs Audio / Video2,Year of manufacture,Operating System,Unit Type,Unit Quantity
Sony Bravia 80 cm (32 inches) HD Ready Smart Android LED TV KD-32W830 (Black) ,969,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not apply,Sony,Android TV,,LED,32 in,HD Ready Smart,Black,TV KD-32W830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net'flix ULTRA HD 4K SAMSUNG LG Smart QLED  3 safe shopping,20.85,10 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",240 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Home Automation Control, Home Network Streaming, Internet Streaming Interface, Netflix",DVB-C,QLED,55in,4K,Black,Samsung Q80T,2015,k80t,"12V TV, 2 Port USB Hub, Flat Screen, Outdoor TV",Audio-In Jack (3.5mm),,2 Stars,,,,,Active 3D Technology,,,,,,,,,,,,A+ - G,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV SLIM 50” SAMSUNG SMART Q60A SERIES 4KTV GOLD MOTHER OF PEARL FRAME,3499.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,50 in,2160p (4K),FANCY GOLD FRAME,QN50Q60AAFXZA,,,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BPL 109.22 cm (43 inch) Full HD Android Smart TV with Dolby Surround Sound Techn,749,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not apply,BPL,Android TV,,HD Android Smart TV,43 in,1920 x 1080 - FHD,Black,43F-A4300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"HISENSE 4K 50"" CLASS (49.5"") 50R63G, Latest Canada Model",999.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",4K Roku Smart TV,8.88143E+11,Hisense,4K Roku Smart TV,,4K Roku Smart TV,50 in,4K Roku Smart TV,4K Roku Smart TV,50R63G,,8686350,4K Roku Smart TV,4K Roku Smart TV,1 Month,,,,,No,,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSUNG QN43LS05 The Sero Smart TV 108 cm 3840 x 2160 4K BIXBY ( 220-240V only ),2399.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not apply,Samsung,"SmartThings App Support, SmartThings",,LED,42.5 in,2160p (4K),,QN43LS05RAFXKR,,QN43LS05RAFXKR,HDR TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony Bravia 80 cm (32 inches) HD Ready LED Smart TV KLV-32W622G (Black),1049,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not apply,Sony,,,LED,32 in,HD,Black,KLV-32W622G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV ULTRA SLIM 60” SAMSUNG Q60A SERIES SMART 4KTV FANCY GOLD FRAME,"4,199.99", , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,LED,60 in,2160p (4K),gold frame,QN60Q60AAFXZA,,,Mirror TV,HDMI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BPL 81.28 cm (32 inch) HD Ready Android Smart TV with Dolby Surround Sound Techn,599,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not apply,BPL,Android TV,,Smart TV,32 in,1366×768 MP,Black,32H-A4300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samsung AU8000 50"" 2160p Crystal UHD LED Smart TV 4K Smart Tizen televison",952.99,30-day returns,"[""This TV arrived in 4 days via UPS in excellent condition. No damage to the outside carton or to the TV.Physical unpacking and set up was easy. Complying with all the Samsung setup conditions was intrusive and offensive. It left a bad taste. It could use an additional HDMI port and traditional RCA jacks (red, yellow, white). It would be charitable to describe the remote as minimalist. We purchased an inexpensive universal remote with real channel buttons and functional controls and it made a positive difference. Voice control isn't a necessary feature for us. This TV meets our requirements but it's a bit pricey for what you get."", ""the remote is to small and not enough control buttons . I don't like the fact I have to go through screens to get to controls .the lack of inputs on side is a design problem. you cant change the picture ratio. volume control needs to be better. picture and sound is nice ,voice control remote is a mixed bag, The internet part is quite is good .I really like Samsung but this tv is a rather Big disappointment. The size of the mounting bolts size is WRONG BIG TIME IN GOOGLE.ITS A DECENT TV BUT IT Should have been design a lot better."", 'Great display, sound, and performance. A great investment if you want an excellent TV for the$$$$. Definitely recommend it to anyone with a low budget or that don’t want to spend too much on a TV.', 'Beautiful, bright picture. Minimalist remote (but replete with features).', 'Good quality picture. Smart features are great.  Speakers are OK.', ""Great Tv good picture. okay there's just so much you say about a tv."", 'great picture,.a little hard to navigate,and remote code not displayed clearly if at all.', 'This is an excellent TV, right out of the box very easy to set up, if you have another Samsung TV you can transfer your settings from that TV to this new TV. Very easy setup this way. Picture is crystal clear!', 'Relatively easy to set up and has a great picture.  ', ""The picture is clear as a bell and it was easy to hang on the wall. I bought an articulating mount so we could watch from any angle. I still haven't tried all the goodies available and maybe I'm too dumb for a smart TV. Anyway, we love it.""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",120 Hz,8.87277E+11,Samsung,"Netflix, Internet Streaming Interface, Home Automation Control, Downloadable Apps, Home Network Streaming, Internet Browsing",,LED,50 in,2160p (4K),Black,AU8000,2021,UN50AU8000FXZA,"Bluetooth, Widescreen (16:9), Game Mode, Wall Mountable, HDR TV, Thin Bezel, Remote Control Included, UpScaling to 4K, Mirror TV, Wi-Fi Enabled, Ethernet Port, Voice Search, Flat Screen","Digital Audio Optical TOSLINK, Coaxial F, HDMI, USB 3.0, USB 2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Insignia Smart Fire TV 24"" F20 Series 720P LED HD model NS-24DF310NA21 #3322",108.97,85 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60Hz,6.00603E+11,Insignia,FIRE TV,,LED,24 inches,720P,BLACK,NS-24DF310NA21,2021,NA,Amazon Alexa compatible,"HDMI, USB, Optical, Analog Audio",n/a,,,,,,,NA,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hisense 75 Inch ULED 8K Quantum Dot Roku Smart TV 2021 with 2 Premium Warranty,1899.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",120 Hz,8.88143E+11,Hisense,"Netflix, Internet Streaming Interface, Not Supported, Closed Captioning (CC), Voice Interaction, Screen Mirroring, Downloadable Apps",ATSC,LED,74.5 in,4320p (8K),Black,75U800GR,2021,75U800GR,"Game Mode, Local Dimming, Wall Mountable, HDR TV, Upscaling to 8K","USB, Composite Video RCA, HDMI",1 Year,Not Compliant,,,,Yes,Not Supported,8.88143E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Insignia NS-39DF310NA21 24"" Smart HD 720p TV With Built In Fire TV I BRAND NEW",289.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Insignia,BUILT IN FIRE TV,,HD,24 in,720p (HD),Black,NS-39DF310NA21,,INSIGINIA SONY SAMSUNG LG,Built-in Speakers,HDMI,,A,,,,No,NONE,,,,,,,,,,,,A+++ - G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRROR TV SLIM 60” SAMSUNG Q60A SERIES QLED SMART 4KTV CONTEMPORARY WHITE FRAME,4299.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,,Samsung,"Android TV, Closed Captioning (CC), Downloadable Apps, Internet Browsing, Internet Streaming Interface, Netflix",,QLED,60 in,2160p (4K),FANCY CONTEMPORARY WHITE FRAME,QN60Q60AAFXZA,,QN60Q60AAFXZA,2 Port USB Hub,3 HDMI,,10 Stars,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SONY 75"" CLASS (74.5"") 4K, Latest Canada Model",5999.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",4K HDR Google Smart TV,27242922013,Sony,"Internet Streaming Interface, Home Automation Control, Voice Interaction, Screen Mirroring, Home Network Streaming, Internet Browsing",4K HDR Google Smart TV,LED,75 in,2160p (4K),4K HDR Google Smart TV,Sony KD-75X85J,,KD75X85J,"Thin Bezel, HDR TV",4K HDR Google Smart TV,1 Month,,,,,No,4K HDR Google Smart TV,27242922013,,,,,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TCL 50P610 TV 50in(50) 4K Ultra HD Smart TV wi-Fi Black """,433.83,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,TCL,,,LED,"50""",2160p (4K),Black,Does not apply,,50P610,"Updating firmware, HDR TV, Wall Mountable, Flat Screen, Ethernet Port, Wi-Fi enabled, DLNA Certified, HDTV Enabled, Built-in Speakers",,,,,,,,,5.90129E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,TCL 50P610,,,,,"Android TV, Navigation Web, Interface streaming Internet, Netflix","TV Antenna, Audio digital optical TOSLINK, USB, HDMI",,,,,,,,,DVB-T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SONY 4K 65"" CLASS (64.5"") KD65X85J, Latest Canada Model",3999.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",4K HDR Google Smart TV,1.69378E+13,Sony,4K HDR Google Smart TV,,4K HDR Google Smart TV,65 in,4K HDR Google Smart TV,4K HDR Google Smart TV,KD65X85J,,9298565,4K HDR Google Smart TV,4K HDR Google Smart TV,,,,,,,,,,,,,,,,,,,,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Insignia 39"" Fire Tv Edition Smart HD 720P 60HZ Smart NS39DF310NA21 ~ Brand New",269.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,6.00603E+11,Insignia,"Netflix, Voice Interaction, Screen Mirroring, Downloadable Apps, Internet Browsing",,LED,39 in,720p (HD),Black,Insignia NS-39DF310NA21,2020,NS-39DF310NA21,,"USB, HDMI",,,,,,,,,,,,,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony Bravia Led Smart 80 cm (32 inches) HD Ready Smart LED TV 32W6100 (Black) ,1049,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not apply,Sony,,,LED,32 in,HD,Black,TV 32W6100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony Bravia 80 cm (32 inches) HD Ready Smart Android LED TV KD-32W830 (Black),799,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not apply,SONY,,,LED,32 INCHES,720,,KD-32W830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW Samsung UN32N5300AFXZA UN32N5300AF LED-LCD TV Smart 32in LED 1080p 60Hz,277.98, ,"[""At times the TV won't stay shutoff when I use the remote to turn it off..After 5mins. go by it will turn itself on again..So then I have to turn it off manually and it will still turn itself back on..The few times it did so I just unplugged the unit and went on to bed..And as soon as I plugged it back up it would still turn itself on..Lately I haven't had that problem..If it persist I will be contacting you all again..The TV that this one is replacing had that same problem before the screen burned out and all I was getting was just the sound..Hoping I have no further problems with it as it is under warranty..Otherwise it has very good color and sound and all the other features work perfectly..Also the TV that this one is replacing was also a Samsung but I had that one since 2015 so it's lifetime was about due.."", 'I don’t think you can get more bang for your bucks than this. I purchased it to replace my bedroom TV that was another Samsung and lasted 20 years. This TV’s gorgeous picture, loads of features and gorgeous picture rivals my livingroom 55” SONY Bravia 3D Smart TV.', ""It was time to buy mom a better T. I've always enjoyed Samsung from their phones to their television sets. Always great quality. And this  TV is right up there at the top of the list. Great picture, great sound, &amp; easy to use for my 89 year old mom. I highly recommend it."", 'Samsung makes the best TV you can buy this being my 3rd the other 2 being larger sets. with the addition of ""Samsung plus tv"" as long as you have WiFi you will get about 1000 frees TV channels including free move channels. after doing internet research for computer monitors  I found this  32"" model TV also makes a great cost effective computer gaming monitor which is how I use it most of the time.', ""Excellent item. This is the second of this same model I purchased for the kid's bedroom. They are getting hard to find because this is a 2018 model. I was lucky to find this brand new model on eBay. Great item. I would highly recommend.Luis"", ""Mine worked for 10 days and then started smelling like burning electronics.  I had to fight with Samsung before they sent someone to replace main board. Samsung wanted me to make 2 30 mile round trips for carry-in repair. Then I had to scrub inside plastic with alcohol because burn smell penetrates plastic.The smart TV features are only so-so.I bought a TCL that is MUCH better in terms of smart interface.  And TCL has a much better replace defective TV policy.Good luck if you buy this Samsung - you'll need it.  Mine just sits unused in the corner as e-junk."", ""Light weight, stunning picture, very easy to use and set up! A lot of what makes Modern TV's so special in this Samsung TV!"", 'The product was easy to set up and has great picture quality and sound.', 'It is clear 32inch is perfect for smaller room  easy to use.   The curved legs though are rather slim and rather small to hold tv']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",60 Hz,8.87276E+11,Samsung,Home Network Streaming,ATSC,LED,32 in,1080p,Black,UN32N5300AF,2018,UN32N5300AFXZA,"Wi-Fi Enabled, Wall Mountable",HDMI,,Yes,Smart LED-LCD TV,,,,Multiple 3D Technology,8.87276E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,UN32N5300,Yes,16:09,3.1,6.4,ATSC,Yes,Yes,53 kWh,Yes,17.3,18.2,120 V AC,Yes,66 W,Yes,5300,UN32N5300AF,5300,Smart LED-LCD TV,10 W,1080p,32,Dolby Digital Plus,500 mW,2,Yes,100 x 100,HDTV,9.26 lb,9.50 lb,28.9,28.9,,,,,,,,,,,,,,,
