Title,Price,Sold,Reviews,Condition,Number of Cups,Power Source,Coffee Type,Custom Bundle,Color,Material,MPN,Item Depth,Bean/Coffee Capacity,Brand,Type,Compatible Water Filtration,Compatible Capsule/Pad System,Item Height,Voltage,Model,Type of Coffee Made,Features,Country/Region of Manufacture,Components Included,Item Width,Power,UPC,Name,Whether electric or not,Amount of powder,Water capacity,EAN,Original/Reproduction,Style,Bar Pressure,Item Weight,Water Tank Capacity,Unit Quantity,Modified Item,Pressure,Unit Type,Colour,Control Panel,Finish,Number of Settings,Manufacturer Colour,Heat up Time,Energy Rating,Bean Capacity,Manufacturer Warranty,Cable Length,Voltage (V),Capacity (Cup),Certification,Function,Housing Material,Power (W),Size,Manufacturer Part Number,Manufacturer,Joyoung Model,Operation Method,Classification,Cord length,Manufacturer Color,Water tank capacity,Supply Type,Energy Star,Number of Settings/Programs,Compatible Brand,Compatible Model,Department,Product,ISBN,realweight,Grinding Method,Category Type,Stove Type Compatibility,MaterialType,ProductGroup,ProductTypeName,Warranty,Handling Time,Shipping,Satisfaction,Customer Service,International Shipping,Returns,Product Type,Bundle Listing,Water Source,Human Interface Input,Capacity,Brewing Temperature,Alto,Capacity grain and coffee,Width,Dimensions of the product,Type coffee,Weight of the product,Pressure in bar,Colour the manufacturer's,NumberOfItems,PackageQuantity,Bundle Description,Energy Efficiency Rating,Package included:,Up dia,Colors,Down dia,Working Pressure,Format,Item Length,Height,Part Type,Items Included,Grinder model,Grinder power,Item model number,Package Dimensions,Special Feature,Coffee Maker Type,Quick steam function,Device type,Water filters,Eco-Friendly,Manufacturer number,Freeness,Operating mode,Particularities,Product line,Offer package,List,Grinder,Printing system,Cappuccino System,Coffee Powder,Weight,La Pavoni,"Saeco Aroma, comercial",Gaggia Classic,Gaggia,Manufacturer article number,Removable water tank,Frequency,Milk supply,Cleaning and descaling alarm,Finish Color,Water tank,Herstellernummer,Bestandteile inbegriffen,Produktart,Höhe,Anzahl der Tassen,Kompatible Wasserfilter,Modell,Kaffeebohnen-Fassungsvermögen,Tiefe,Kaffeeart,Breite,Kaffeevariationen,Besonderheiten,Marke,Platform,Item Type,Filter Type,Single machine weight,Host,Inner packing size,Coffee filter cup,"Water tank, cup holder",Number in Pack,Suitable For,Origin,Coffee powder amount,Pattern,manufacturing time,System compatible of capsule/dose,Supply power,Depth,Type unit,Amount of pieces,Time of warming,Product Dimensions,Is Discontinued By Manufacturer,ASIN,Shape,Item size,Package weight,Package size,Made In,Water Tank,Model Number,Instructions Manual,Capsule Type 2,Capsule Type 3,Type 1,Boiler Volume,Binding,Studio,Publisher,Label,IsAutographed,IsAdultProduct
DeLonghi ESAM 3600 Espresso Coffee Machine Elegance Milk Container Silver New,1078.9,Last item available, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",2,,,,Silver,,ESAM3600,,,DeLonghi,Automatic,,,,,ESAM 3600,,"Adjustable Coffee Spouts, Auto Shut-Off, Built-In Grinder, Bypass Doser, Cord Storage, Cup Warming Surface, Display, Removable Drip Tray, Removable Water Tank, Self-Cleaning",,,,1200-1499 W,8004399322929,,,,,,,,,,,,,15 bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW  NANOPRESSO BARISTA KIT Maker Espresso Coffee Machine Portable Cup,76.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,No,Black,Plastic,,,,Unbranded,Espresso Machine,,,,,a,Espresso,Portable,China,,,,dose not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 In 1 Mini Espresso Coffee Machine Multiple Capsule Coffee Maker ,Powder Maker",290.7,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",1,,Capsule,,Black,,Does Not Apply,,,Biolomix,Espresso Machine,,Nespresso,,,BK,"Cappuccino, Espresso, Espresso Macchiato, Latte Macchiato, Mocha","1 Cup, Transparent Water tank, Detachable Drip Tray, Built-in Water Filter, Easy to Clean",,"Brewing Basket, Drip Tray, User Manual, Water Tank",,1450W,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRUPS 2-IN-1 Touch Fully Automatic Espresso Cappuccino Machine & Grinder Frother,1799.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",2,,,,Black,,8000035790,,,Krups,Automatic,,,,,EA8808,,"Built-In Grinder, Display, Frother, Self-Cleaning, Interactive Touchscreen, Easy to Clean",,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,,,,,,,,,,,,,
New Breville BES450BSS1BUS1 Stainless Steel Bambino Espresso Coffee Maker ,297.99,9 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ","1, 2",Electrical,Ground Coffee,No,Silver,Stainless Steel,BES450BSS1BUS1,12.5,19 g,Breville,Espresso Machine,,,12.2,120 V,Bambino,Espresso,"Steam Wand, Auto Shut-off, Water Tank, Manual, Removable Water Tank, Cord Storage, Portafilter",,,7.7 in,1560 W,0021614803269,,,,,,,,15 bar,3.1lbs.,47 fl.oz,,,,,,Analog,Brushed Stainless Steel,,,3 sec,,,,36 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AEG BUILT-IN FULLY AUTOMATIC COFFEE MACHINE KKK884500M,free ship Worldwide",2800.0,8 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,Black,,942401229,,,AEG,,,,,,KKK884500M,,,,,,,7332543501151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DeLonghi ECOV 311.GR Coffee Maker Automatic Independent, 1100 W,47.3oz,15 BAR",435.58,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",2,,,,Green,Stainless Steel,‎74820,,,De'Longhi,Espresso Machine,,,,230V,DeLonghi ECOV 311.GR,"Cappuccino, Espresso, Espresso Macchiato","Removable Drip Tray, Warming quick, Water Tank, Programmable Controls",,Instrucciones for the operator's,,1100W,,,,,,8004399327399,,Retro,,,1.4L,,,,,,Digital,,,,,,,2 Years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 1/8in,7.1oz,26cm,,Coffee ground,,15 bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,Nespresso,Input in wall,30 cm,kg,1,20-25 sec.,,,,,,,,,,,,,,,,,,,,,
Espresso Coffee Machine Stainless Steel Transparent Removable Water Tank Maker,346.98,Free shipping and returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Capsule,,,Stainless Steel,5360031999,288mm,1.5l,Biolomix,Espresso Machine,Aquaclean,Nespresso,230mm,220V,CM6866,Espresso,Removable Water Tank,China,Coffee Filters,255mm,1050W,,,,,,,,,3.3 bar,3.72kg,,,,,,,,,,,,,,,None,220,2 cups,"CB, CE, EMC, GS",Espresso,Stainless Steel,1050,,,,,,,,,,,A++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITALMAX Espresso Coffee Maker ,24.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Ground Coffee,,White & Red,,,,,ITALMAX,Espresso Machine,,,,,AL,Espresso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simpresso Portable Espresso Maker (Premium Travel Package) Accessories Included,69.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",1,Manual,Capsule,Yes,Black,ABS Plastic,SP22,4 in,4.4 oz,Nespresso,Espresso Machine,Aquaclean,Nespresso,8.46 in,,SP22,Espresso,Portable,China,"Coffee Cup, Coffee Capsules, Nespresso Adapter Kit, Instruction Manual, Storage Bag, Coffee Filters, Measuring Scoop, User Manual",3.15 in,100 W,0630125705025,,,,,,,,19 bar,0.78 LB,120 ml,,,,,,,,,,,,,1 year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 pc Simpresso unit, 1 pc detachable transparent cup, 4 set smart capsules, 1 set NS capsule adapter (filter & capsule basket), 1 pc waterproof travel bag, 1 pc scoop, and 1 pc instruction book",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manually Operated Portable Coffee Maker Espresso Machine Mini Coffee Maker N7Y9,28.74,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,Does not Apply,,,Unbranded/Generic,,,,,,Does not Apply,,,,,,,Does not Apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B0872Z57YH,,,,,,,,,,,,,,,,,,
Portable Car Coffee Expresso Maker Machine Capsule Nespresso Dolce Gusto DC12V ,149.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",5,Manual,Capsule/Ground Coffee,No,Black,ABS Plastic,Does not apply,2.7 in,<5 Cups,HiBREW,Espresso Coffee Maker,"Aquaclean, Brita, Saeco","Cafissimo, Nespresso, Tassimo",240 mm,DC 12v,E8,"Cappuccino, Espresso, Espresso Macchiato, Hot Milk","Battery Operated, Built-in Container, Built-in Grinder, Easy to Clean, Portable",China,"Coffee Filters, Coffee Grinder, User Manual",70 mm,1450 W,,,,,,,,,15 bar,600g,60ml,,,,,,Digital,Matte,1,,,,,,,,,,,,,,,,,,,,,,,Compliant,,,,,,,,Blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coffee Machine 19 Bar 4in1 Multiple Capsule Espresso Coffee Maker Nexpresso Milk,160.0,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",1,,Capsule,,Black,,,,,HiBREW,Espresso Machine,,Nespresso,260 mm,,H001,"Cappuccino, Espresso, Espresso Macchiato",,,User Manual,110 mm,,,,,,,,,,19 bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nespresso Vertuo Plus Coffee and Espresso Machine by De'Longhi Grey,129.95, ,"['Love the taste of the coffee and the ease of making a cup! I have it sitting on my nightstand so when I wake up in the morning I can push the button!', 'Purchased this Nespresso system and have loved it. My husband initially doubted it, thinking it’s not needed or too expensive but he’s been won over.Came quickly in the mail and everything is new and as advertised!', 'It makes my coffee fast and tastes as delicious as if I bought it fro a craft coffee shop!', 'Have already made a small cup while writing this review! It brews great and it seems space age how it opens!', 'nice and sleek. Heats fast. Brews silently (located in bedroom).', 'The machine works well but they sent the wrong color. The coffee and espresso are delicious, but I was sent a white instead of grey machine.', 'Fantastic machine. Love that it brews 3 sizes of Coffee and espresso. Everything in one machine.', 'This was a house-warming gift for my daughter-in-law and she states she just loves it!!!!!', 'Great coffee. Temperamental when it comes to cleaning. ']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",8,,Capsule,,Gray,Plastic,,,14 oz,De'Longhi,Espresso Machine,,Nespresso,,,ENV150GY,,"Removable Drip Tray, Auto Shut-off, Water Tank, Built-in Water Filter",,,,,0044387211505,,,,,,,,19 bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HiBREW Portable Coffee Machine Car DC12V Expresso Maker Nespresso Capsule Powder,128.49,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,Capsule,,Black,,Does not Apply,2.7 in,5 cups,Unbranded,Espresso Machine,,"Nespresso, Dolcegusto",4.3 in,,,"Cappuccino, Espresso, Espresso Macchiato, Hot Milk, Latte Macchiato, Mocha",Portable,,"User Manual, Water Tank",2.7 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Compliant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coffee maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaggia Classic Coffee Maker Machine Rubber Gasket Seal & Shower Screen & Screw,15.95,11 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,"WGANG01/001/B, NG01/001, WGADM0269",,,Gaggia,Coffee Maker,,,,,"Classic, Baby, Evolution, NEW Baby(2002),",,,Italy,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Set, Kit, O-rings, Gaskets","kit, set, parts, mod, gaskets, orings, screen","Set, Kit, O-rings, Gaskets",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JURA E8 coffee machine Dark Inox Dark Inox,from Germany,free shipping Worldwide",1899.0,17 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,15267,,,JURA,,,,,,E8 Dark Inox,,,,,,1450 W,7610917152674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coffee Machine Espresso Latte Mocha Maker Kôfē Kafe Koffie Cofee Milk Frother ,265.0,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",5,Wall Plug-In,Ground Coffee,No,Black,Plastic,Does not apply,260 mm,7 oz,zhoutu,Espresso Coffee Maker,N/A,Coffee powder,260 mm,,JS-101,"Cappuccino, Espresso, Espresso Macchiato, Hot Milk, Latte Macchiato, Mocha","Additional Coffee Container, Auto Shut-off, Built-in Container, Cup Warming Surface, Easy to Clean, Energy Saving Mode, Frother, Quick Heating, Removable Brew Basket, Removable Drip Tray, Removable Water Tank, Water Level Indicator",China,"Bowl, Drip Tray, Measuring Scoop, User Manual, Water Tank",110 mm,1450 W,Does not apply,,,,,,,,19 bar,3Kg,0.6L,,,,,,Analog,Shiny,2,,40-45 sec,,,,32 in,110-220V,,,ESPRESSO,Plastic,,,,,,,,,,,,A++,,,,,,,,Manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPA free material,ST504,In 7 languages,Ground coffee,Dolce gusto,Espresso Coffee Maker,,,,,,,
Sunbeam EM5000K Café Barista Semi-Automatic Coffee Machine,275.0, ,"['This is an excellent product, easy to use, never had any problems with Sunbeam products, so I did not expect any with this machine. The Latte setting was a bonus. Easy self cleaning. 100% satisfied.', ""So 2-1/2yrs of use, at least 2 cups of coffee per day sometimes more if we had guests, never descaled or serviced, just used. Never missed a beat. Sadly the pump protested this amount of use (really !? LOL) and began a slow demise. So before it stopped pumping completely we've bought another one from Myer Ebay. Back to having full strength coffees with only one press of the button. Here's to another 2-1/2 years of glorious coffee from The Coffee Bean Shop Adelaide Central Markets (gratuitous plug for great coffee beans) and beyond.I just hope they are still making this machine in 2 years time.Enjoy :D"", 'This was my first manual coffee machine purchase. So I had zero experience, but after a few goes and watching a few videos online... it’s pretty easy to use !A lot of people complain the milk isn’t hot enough... for me the temperature is perfect, but for those who need a piping hot coffee you can always put the milk in the microwave before hand. I recommend getting a coffee grinder also, that way the beans are extra fresh.I haven’t mastered the perfect cappuccino or latte yet, but it’s delicious every time ! The only downside I can think of, there’s a lot of things to do, like for cleaning a pod machine you just run it again and a quick wipe and it’s all done. But this machine you have to clean everything and it can be quite time consuming. Other than that, great purchase !!!', 'I am so impressed with this coffee machine! I was nearly put off by some of the reviews but I’m so glad I ordered it anyway. It is such great value for money and the coffees are beautiful! It is extremely easy to use. I don’t have any issues with the temperature, but I do ensure the froth is all the way down, as it is quite frothy! I’ve worked out that a small latte and an extra shot of coffee is perfect for me! If you’re contemplating buying this machine, I highly recommend it! ', 'Makes great coffee. Good machine, simple to work, would be better with an inbuilt grinder.', 'Excellent product. It makes the coffee how you tell it you like coffee latte or cappuccino. No fuss with getting the coffee machine. Is a substantial addition to my kitchen. I love it.', 'I love the product,very easy to use', ""It took me a while to purchase this, but I finally could not resist the great price that was offered.  I am very glad that I did as it works extremely well and does exactly what it says it should do!  For the price and for coffee lovers it's well worth the buy for its looks, takes only a small space up on the bench (so that's a bonus) and everything is easy to do to get the coffee the way you like it!  I am not a big coffee user, but it's just as good a coffee as a cafe with a minimum of the cost.  It will pay for itself in a short time if you/your family love to drink coffee!"", 'punches well above its appearance and size perfect for two people features, ease of opperation so good,  wife happy makes for good life.', 'Bought in a hurry to replace a broken machine. ... Regretting my haste. So disappointed, ... now looking at either getting the old machine repaired or buying another.Milk froth poor consistency - large bubbles, not a good froth - Got much better results from either my old manual machine or a standalone frotherFroth volume very variableAll very flimsy (from porta filler and brew head to overflow troughs) ... could not make any thinner or lighter - does not inspire any confidence in durability150 max volume for ""custom"" espresso - a bit annoying if you like a caffé crèma2 Separate overflow troughs (for small and large cups) - annoying for cleaning.Both troughs very small']",New,1,Electrical,Ground Coffee,,,Stainless Steel,EM5000,20 in,,Sunbeam,Espresso Machine,"Brita, Aquaclean, Saeco",Nespresso,32cm,220 V,EM5000K,"Espresso Macchiato, Espresso, Latte Macchiato, Hot Milk, Cappuccino","Adjustable Coffee Spouts, Frother",,,,1470 W,,,,,,,,,15 bar,,2 L,,,,,,Analog,,,,30-35 sec,,100 g,,900mm,,,,,,,,,,,,,,,,,,Manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
